Name-CN,Name-EN,图标分类-CN,图标分类-EN,图标预览,图标标签,UI 设计负责人,预计完成时间
火热,fire,其它分类,Others,火.svg (https://dl.airtable.com/.attachments/641604565f504b6f1618a39c24ee1f14/388085a0.svg),火热，热门，流行，火，热，夏天,常留留 常,2019-10-12
指纹,fingerprint-three,手势,Hands,fingerprint.svg (https://dl.airtable.com/.attachments/e892aafc591de138ed806e6c95258672/8512c3f1/fingerprint.svg),指纹，身份，识别，解锁，验证，安全，认证,常留留 常,2019-10-12
娱乐,entertainment,其它分类,Others,娱乐.svg (https://dl.airtable.com/.attachments/74a69527c04722ef77bf7bc5041a9a91/2ab009ae.svg),娱乐，唱歌，麦克风，说话，KTV,常留留 常,2019-10-12
演出,performance,其它分类,Others,演出.svg (https://dl.airtable.com/.attachments/e977bb38c032b184bc12a7880149b8e9/4d969835.svg),演出，音乐，表演，娱乐，歌曲，播放,常留留 常,2019-10-12
睡眠,sleep,常用图标,Base,睡眠.svg (https://dl.airtable.com/.attachments/c165783d5089a0960e6cc072d141b484/a97aa7ab.svg),睡眠，夜晚，打呼噜，酣睡，休息，黑夜,常留留 常,2019-10-12
分组,connection-box,其它分类,Others,分组.svg (https://dl.airtable.com/.attachments/61a276705290a79d11e1338aecd72012/937c435d.svg),分组，关联，联系，服务器，技术，管理,常留留 常,2019-10-12
沙漏空,hourglass-null,其它分类,Others,hourglass-null.svg (https://dl.airtable.com/.attachments/29f1fff64069efdc3d54352cdda5dbe7/2c5995b4/hourglass-null.svg),沙漏，等待，时间，加载,齐 奉飞,2019-07-11
沙漏满,hourglass-full,其它分类,Others,hourglass-full.svg (https://dl.airtable.com/.attachments/07971d42b59dff0be1bb2ae3bc8b7136/d82ef869/hourglass-full.svg),沙漏，等待，时间，加载,齐 奉飞,2019-07-11
仪表盘,dashboard,时间,Time,dashboard.svg (https://dl.airtable.com/.attachments/1887078a704ada9d071e898797ca19be/f657b6bd/dashboard.svg),仪表盘，仪表，指针，数据，转盘,金 磊,2019-08-07
材质,material-two,操作,Operate,material.svg (https://dl.airtable.com/.attachments/e52213d9aeda77681b72e398c0eaf462/7d954467/material.svg),材质，拍摄，设置，摄像,金 磊,2019-08-07
垂直拖动,sliding-vertical,其它分类,Others,sliding-vertical.svg (https://dl.airtable.com/.attachments/9fe843ff58c10c9dad59e5b2045f90a8/bcc1083e/sliding-vertical.svg),垂直拖动，双方向，方向，箭头，上下,金 磊,2019-08-07
水平拖动,sliding-horizontal,其它分类,Others,sliding-horizontal.svg (https://dl.airtable.com/.attachments/4711a3a33b16502b5bf69abe62b5b70a/be607186/sliding-horizontal.svg),水平拖动，双方向，方向，箭头，左右,金 磊,2019-08-07
轮播,carousel,其它分类,Others,carousel.svg (https://dl.airtable.com/.attachments/ed10b17e5431f5f2e94707c5fe732daf/e1f1c91c/carousel.svg),轮播，轮换，轮转，头图，焦点图，运营图,金 磊,2019-08-07
嘴巴,mouth,其它分类,Others,mouth.svg (https://dl.airtable.com/.attachments/400b2bcc25f16fb4ebf091ee6f388a0f/97c8c479/mouth.svg),嘴巴，美妆，化妆，时尚，器官，口，说话,金 磊,2019-08-07
美元,dollar,钱财,Money,dollar.svg (https://dl.airtable.com/.attachments/57a22900ea2ca7436a7928976b2dd9c4/d14f005d/dollar.svg),美元，钱，财富，货币，经济,金 磊,2019-08-07
对比度,contrast,其它分类,Others,contrast.svg (https://dl.airtable.com/.attachments/547bed022c6ce592c4d94465cdbd7954/717e4661/contrast.svg),对比度，参数，摄像，牌照，配置,金 磊,2019-08-07
摇滚手势,rock-gesture,"其它分类,手势","Hands",rock-gesture.svg (https://dl.airtable.com/.attachments/436ec7d1d434083ba610a6531765b2b0/16a92d74/rock-gesture.svg),摇滚手势，爱你，爱心，摇滚，手势，姿势，态度，乐队,金 磊,2019-08-07
仪表盘,dashboard-car,其它分类,Others,dashboard-car.svg (https://dl.airtable.com/.attachments/ed7f248a3cabeaaf484ca482102d4752/512c35a3/dashboard-car.svg),仪表盘，汽车，指针，表盘,金 磊,2019-08-07
缩放,zoom-internal,其它分类,Others,zoom-internal.svg (https://dl.airtable.com/.attachments/f4d13f223d82f592027a3f3fd30b303c/5228203c/zoom-internal.svg),缩放，内缩放，大小,金 磊,2019-08-07
插卡,insert-card,钱财,Money,insert-card.svg (https://dl.airtable.com/.attachments/35e298e1fafa2ee83bacfb82cc7c1cd9/e026e030/insert-card.svg),插卡，插入，卡槽，取款机,金 磊,2019-08-07
颜色滤镜,color-filter,操作,Operate,color-filter.svg (https://dl.airtable.com/.attachments/0ea4fc3b7e90fa6cf348919c116b8b99/0add86ec/color-filter.svg),颜色滤镜，滤镜，过滤，效果，特效,金 磊,2019-08-07
喝茶,tea-drink,餐饮食物,Foods,tea-drink.svg (https://dl.airtable.com/.attachments/ee88efb3a228ac16aaba2aad7f67d3b8/5f7e14b9/tea-drink.svg),喝茶，美食，饮食，餐饮，下午茶，饥饿，吃饭，零食,金 磊,2019-08-07
面条,noodles,餐饮食物,Foods,noodles.svg (https://dl.airtable.com/.attachments/4a48be243ce680dfc447c197c42a960c/2329c5dc/noodles.svg),面条，美食，饮食，饥饿，吃饭，午餐，早餐，晚餐,金 磊,2019-08-07
树结构,tree-list,其它分类,Others,tree-list.svg (https://dl.airtable.com/.attachments/a369909ce942b69c2130e330669aceb3/6919bf99/tree-list.svg),树结构，结构，树，序列，排序,金 磊,2019-08-07
排行榜,ranking,其它分类,Others,ranking.svg (https://dl.airtable.com/.attachments/cfd52388ac4cdd7813b41ee2bec0a8e9/1031e750/ranking.svg),排行榜，柱状图，奖牌，排名，热榜,金 磊,2019-08-07
扇子,fan,其它分类,Others,fan.svg (https://dl.airtable.com/.attachments/953d585db7eb4e0da6e15eb515ded31d/799ed3a6/fan.svg),扇子，文化，中国风，凉快，降温,金 磊,2019-08-07
切换轨道,switch-track,操作,Operate,switch-track.svg (https://dl.airtable.com/.attachments/23303742912124b61dc2caaab5a4e718/c58f90f3/switch-track.svg),切换轨道，切换，轨道，线路,金 磊,2019-08-07
点击,click,操作,Operate,click.svg (https://dl.airtable.com/.attachments/a5ad5e936eb1665704c3462ab6430d67/4d74a991/click.svg),点击，选中，鼠标，操作，执行,金 磊,2019-08-07
数据接口,usb-one,其它分类,Others,usb-one.svg (https://dl.airtable.com/.attachments/32fce993b3eec2b404ee70fed2478dcd/8bc9b0ed/usb-one.svg),USB 设备，存储，插口，接口,白明泽 白,2019-08-07
对勾,check-correct,内容编辑,ContentEdit,check-correct.svg (https://dl.airtable.com/.attachments/3a771601599b5affbbef516787b23e39/0ac4b473/check-correct.svg),对勾，正确，复选，多选,金 磊,2019-08-16
VIP,vip,符号,Character,vip.svg (https://dl.airtable.com/.attachments/7d221f805444d1221c6d0ef5af4b5ae2/e704758a/vip.svg),VIP，加V,金 磊,2019-08-16
身份证,id-card-v,人群,Peoples,id-card-v.svg (https://dl.airtable.com/.attachments/fa4a9e17b43758049acff53286551746/03107d03/id-card-v.svg),身份证，ID，工牌，卡片,金 磊,2019-08-16
商店,shop,建筑,Build,shop.svg (https://dl.airtable.com/.attachments/1cb4022fc4621655830ff43cda60129c/9ed5dacb/shop.svg),商店，购物，商场，门店,金 磊,2019-08-16
贝塞尔曲线,bezier-curve,连接,Connect,bezier-curve.svg (https://dl.airtable.com/.attachments/582c014ff6cb8db41f12fbdb3a424559/5d206d7c/bezier-curve.svg),贝塞尔曲线，曲线，编辑，节点,金 磊,2019-08-16
错误,big-x,符号,Character,big-x.svg (https://dl.airtable.com/.attachments/1d92fdd66dc0faa9b0124f738ce43a22/fae5138e/big-x.svg),错误，埃克斯，特步,金 磊,2019-08-16
笔记本,laptop,常用图标,Base,laptop.svg (https://dl.airtable.com/.attachments/f57c3cd38da9aa16c09ce3b7b5f051ed/45dbb6b1/laptop.svg),笔记本，硬件，计算机，电脑,金 磊,2019-08-16
趋势,trend-two,其它分类,Others,trend-two.svg (https://dl.airtable.com/.attachments/2dfb1b8a35d7c4b68df3bab31c7b1d53/45249de1/trend-two.svg),趋势，数据，涨幅，增长,金 磊,2019-08-16
水位线,water-level,其它分类,Others,water-level.svg (https://dl.airtable.com/.attachments/3501221a65a3e3171d49136075e14575/8e0a0a1d/water-level.svg),水位线，水滴,金 磊,2019-08-16
正玄曲线,sinusoid,其它分类,Others,sinusoid.svg (https://dl.airtable.com/.attachments/e246332e5984c90959c72290f8410487/08a79bca/sinusoid.svg),正玄曲线，科学，数学，教育，物理,金 磊,2019-08-16
分享,share-sys,其它分类,Others,share-sys.svg (https://dl.airtable.com/.attachments/2d83c2677d428d3270efe4b1e9c99cf3/d7493948/share-sys.svg),分享，信号，播音，投屏,金 磊,2019-08-16
指纹,fingerprint-two,手势,Hands,fingerprint-two.svg (https://dl.airtable.com/.attachments/61d1dcc43a42f486fe8d5e2aadec0944/b355a3ba/fingerprint-two.svg),指纹，安全，解锁，认证，验证,金 磊,2019-08-16
点击,click-tap-two,手势,Hands,click-tap-two.svg (https://dl.airtable.com/.attachments/c6c273f1533f9bdffa4bd456cb050533/be3722c6/click-tap-two.svg),点击，按下，点按，触摸，操作，编辑,金 磊,2019-08-16
雷达图,radar-chart,其它分类,Others,radar-chart.svg (https://dl.airtable.com/.attachments/737e5718b687cbb0f632d89f4eb62bd6/737109a9/radar-chart.svg),雷达图，蜘蛛网，雷达，图谱,金 磊,2019-08-16
树叶,leaves,其它分类,Others,leaves.svg (https://dl.airtable.com/.attachments/8f1ff85bc1f5d76e0d866fb8523cd662/5f55753e/leaves.svg),树叶，植物，环保，无污染，生命力,金 磊,2019-08-16
身份证,id-card-h,人群,Peoples,id-card-h.svg (https://dl.airtable.com/.attachments/1ebf44e43b70bc0fb6457506a31c846b/d1f2df74/id-card-h.svg),身份证，ID，工牌，卡片,金 磊,2019-08-16
地图,map-road-two,其它分类,Others,map-road-two.svg (https://dl.airtable.com/.attachments/bed50cfab88172f80ec1e26306873240/f14e4dad/map-road-two.svg),地图，地点，地图，出行，交通，运输,金 磊,2019-08-16
晾衣架,hanger,家居,Life,hanger.svg (https://dl.airtable.com/.attachments/8f6e88773296f5c83be4c5cf1a8764b4/5066f194/hanger.svg),危险，挂钩，晾衣架,金 磊,2019-08-16
试管,cuvette,常用图标,Base,cuvette.svg (https://dl.airtable.com/.attachments/f317f5795a32a0cf02fcabd1f46f7961/adaff8a4/cuvette.svg),试管，试验，容器，化学,金 磊,2019-08-16
雷达,radar-two,时间,Time,radar.svg (https://dl.airtable.com/.attachments/555975e70d79519ea9e88986d1e381ab/111c70aa/radar.svg),雷达，转动，扫描，侦查,金 磊,2019-08-16
对比,contrast-view,"其它分类,操作","Operate",contrast-view.svg (https://dl.airtable.com/.attachments/f990ec72fc3da38bca911e8c1721a8fc/689940a7/contrast-view.svg),对比，对比查看，查看，编辑,金 磊,2019-08-16
钞票,paper-money-two,钱财,Money,paper-money-two.svg (https://dl.airtable.com/.attachments/ac8261837463eeae3e4f041b746dbdda/b6da92a6/paper-money-two.svg),钞票，钱，财富，资金，投资，美元,金 磊,2019-08-16
更多,more-app,其它分类,Others,more-app.svg (https://dl.airtable.com/.attachments/8a578a379e4e1d501059531677e5e574/f0a38bfd/more-app.svg),更多，全部，应用,金 磊,2019-08-16
皇冠,crown,其它分类,Others,crown.svg (https://dl.airtable.com/.attachments/000203fe1fea37411936b34f1cf8790d/3f91e38c/crown.svg),皇冠，王冠，皇上，国王，第一，权利,金 磊,2019-08-16
床头柜,bedside-two,家居,Life,bedside-two.svg (https://dl.airtable.com/.attachments/98042faf3b8c7b852ea7a9a159defaea/5a56192f/bedside-two.svg),床头柜，家具，家居，台灯,金 磊,2019-08-16
银行卡,bank-card-two,钱财,Money,bank-card.svg (https://dl.airtable.com/.attachments/85a9c5bd080f47786508b1955842de21/ab28487d/bank-card.svg),银行卡，财富，前，金钱，银行，卡片,金 磊,2019-08-16
全屏播放,full-screen-play,其它分类,Others,full-screen-play.svg (https://dl.airtable.com/.attachments/1835582d097ce3f8245e02ba9060fc8f/d4b37a71/full-screen-play.svg),全屏播放，播放，媒体，投屏,金 磊,2019-08-16
抛物线,parabola,其它分类,Others,parabola.svg (https://dl.airtable.com/.attachments/3823026aa4148b39f4cb2db27cc537f4/5cfc7a9f/parabola.svg),抛物线，试验，数学，教育，科学,金 磊,2019-08-16
双卡片,card-two,其它分类,Others,crad-two.svg (https://dl.airtable.com/.attachments/3f1735726392712342f25023ebc8c601/36a02ebf/crad-two.svg),双卡片，立体，层级，前后，关系,金 磊,2019-08-16
对比,contrast-view-circle,操作,Operate,contrast-view-circle.svg (https://dl.airtable.com/.attachments/8fc566af2a29afb7953f4972e7a3eda5/8bb6c6fc/contrast-view-circle.svg),对比，对比度，调整，编辑,金 磊,2019-08-16
日历,calendar-three,时间,Time,calendar-three.svg (https://dl.airtable.com/.attachments/a42ffa3612903987b4c2a5de7ca05369/e875e12e/calendar-three.svg),日历，日期，时间，期限，长期,金 磊,2019-08-16
多功能刀,multi-function-knife,其它分类,Others,multi-function-knife.svg (https://dl.airtable.com/.attachments/8cd337b7c48c82314e4e8eee7b8a0d88/d2225576/multi-function-knife.svg),多功能刀，武器，瑞士，军刀,金 磊,2019-08-16
试管,test-tube,常用图标,Base,test-tube.svg (https://dl.airtable.com/.attachments/4157667a6a6b8cf414f4be4592194c2d/8ea6a3bf/test-tube.svg),试管，试验，化学，教育,金 磊,2019-08-16
收音机,broadcast-radio,常用图标,Base,broadcast-radio.svg (https://dl.airtable.com/.attachments/0ea87f5fee4ac4906105394d4e69def1/6d058a76/broadcast-radio.svg),收音机，声音，播放器，复古,金 磊,2019-08-16
抛锚,anchor-two,其它分类,Others,anchor.svg (https://dl.airtable.com/.attachments/c79a509fde581224d6f63d857e123912/ae9ed8b9/anchor.svg),抛锚，航行，出海，锚点,金 磊,2019-08-16
钱包,wallet-two,钱财,Money,wallet-two.svg (https://dl.airtable.com/.attachments/5baeddf016af0d167e94fd0540dff06c/9d0307f7/wallet-two.svg),钱包，金钱，财富，理财，投资,金 磊,2019-08-16
圆形插座,round-socket,常用图标,Base,round-socket.svg (https://dl.airtable.com/.attachments/6aee7eb10ab000da522f3ef658a6d1a8/0af8974e/round-socket.svg),圆形插座，电源，危险，插件，能量,金 磊,2019-08-16
西瓜,watermelon,餐饮食物,Foods,watermelon.svg (https://dl.airtable.com/.attachments/bbca5d4f9532ec2e2a80f58a91b6bbfe/9023d89c/watermelon.svg),西瓜，水果，美食，夏天,金 磊,2019-08-16
汉堡,hamburger,餐饮食物,Foods,hamburger.svg (https://dl.airtable.com/.attachments/46cf8aa58c661f7ca2a860bf0fcfe23a/a06ae2ec/hamburger.svg),汉堡，美食，餐饮，快餐,金 磊,2019-08-16
公交车,bus-two,其它分类,Others,bus.svg (https://dl.airtable.com/.attachments/b9656df615fb456bf23c6f8c8e0e8f63/353a9b0a/bus.svg),公交车，运输，交通，汽车，大巴,金 磊,2019-08-16
开门,open-door,建筑,Build,open-door.svg (https://dl.airtable.com/.attachments/a30a3356a54211ffd992fd0e59f4d9cc/df7c89c1/open-door.svg),开门，打开，立体，透视,金 磊,2019-08-16
设备,devices,常用图标,Base,devices.svg (https://dl.airtable.com/.attachments/13d0194c72f0cae63e91336b6110b688/7689224d/devices.svg),设备，手机，平板,金 磊,2019-08-16
地图,map-two,其它分类,Others,map-two.svg (https://dl.airtable.com/.attachments/528112a10701a72589f119effd2c6e3d/35773ef4/map-two.svg),地图，地点，地图，出行，交通，运输,金 磊,2019-08-16
水电费,water-rate-two,其它分类,Others,water-rate-two.svg (https://dl.airtable.com/.attachments/c8f4fed47976b7417a02f02107643bf6/43d602ca/water-rate-two.svg),水电费，水滴,金 磊,2019-08-16
闪电,lightning,其它分类,Others,lightning.svg (https://dl.airtable.com/.attachments/d7e3be54de69b301413c1cced9ab9e0f/59f077a5/lightning.svg),闪电，天气，打雷，下雨,金 磊,2019-08-16
曲线调整,curve-adjustment,其它分类,Others,curve-adjustment.svg (https://dl.airtable.com/.attachments/f8e6f7b15b4241543f08b3815835b5a0/6b7820fc/curve-adjustment.svg),曲线调整，调整，曲线，动效,金 磊,2019-08-16
表格,table,书籍,Books,table.svg (https://dl.airtable.com/.attachments/5affb7a4baac31da1a182fa68f7ed856/f756be1e/table.svg),表格，笔记本，纸张，文件,金 磊,2019-08-16
建筑,building-four,建筑,Build,building-four.svg (https://dl.airtable.com/.attachments/74b022c4614f1f089c2306dfa2e9c6b4/2326b2a8/building-four.svg),建筑，楼房，建筑，高楼,金 磊,2019-08-16
建筑,building-two,建筑,Build,building-two.svg (https://dl.airtable.com/.attachments/5d3fc17d3ac3d8a0cceeadd6ead2ad2c/daba5c18/building-two.svg),建筑，楼房，建筑，高楼,金 磊,2019-08-16
建筑,building-one,建筑,Build,building-one.svg (https://dl.airtable.com/.attachments/d29f24171796998684a1d20e1eb4d95c/9fbbc686/building-one.svg),建筑，楼房，建筑，高楼,金 磊,2019-08-16
全球,globe,其它分类,Others,globe.svg (https://dl.airtable.com/.attachments/3ff645ca4c0d99bccfbb4f0c017a0d1e/c0e59a9b/globe.svg),全球，地球仪，玩具,金 磊,2019-08-16
建筑,building-three,建筑,Build,building-three.svg (https://dl.airtable.com/.attachments/d59958bf8c9ef1aa06a09f1fdc85b422/4d43e872/building-three.svg),建筑，楼房，建筑，高楼,金 磊,2019-08-16
贴纸,stickers,操作,Operate,贴纸.svg (https://dl.airtable.com/.attachments/5c037a8441cd9b389ada1f5ab715ea27/5ef64da8.svg),贴画，插图，壁纸,金 磊,2019-10-12
特效,effects,操作,Operate,特效.svg (https://dl.airtable.com/.attachments/1a72de5f94a55b18495baef3ef4da2cd/2476b0cf.svg),美化，效果，化妆，变美，改变,金 磊,2019-10-12
美颜,beauty,操作,Operate,美颜.svg (https://dl.airtable.com/.attachments/ecf4d7f440836dbf883881e83cc79d26/a7318801.svg),美妆，变美，化妆，美女，女性，女性用户,金 磊,2019-10-12
审核,audit,其它分类,Others,审核.svg (https://dl.airtable.com/.attachments/d32d58b43c92440280536e5ed18451bd/84a9a9f6.svg),印章，评审，审查,常留留 常,2019-10-12
链接,deeplink,内容编辑,ContentEdit,链接.svg (https://dl.airtable.com/.attachments/756c1de1c9b274d0e020adb5c300aa50/a8ea218c.svg),深度链接，连接，联系,常留留 常,2019-10-12
电台,fm,声音,Music,FM.svg (https://dl.airtable.com/.attachments/78a2c165082fc78f0d1e4fe201c3d444/715fa256/FM.svg),收音机，电台节目，无线广播，广播,金 磊,2019-10-12
AirPods,airpods,其它分类,Others,AirPods.svg (https://dl.airtable.com/.attachments/0a76a60737d27a33e3973cd92e4c4123/3e70af13/AirPods.svg),蓝牙耳机，苹果耳机，耳机，无线耳机,金 磊,2019-10-12
加载,loading-one,操作,Operate,加载.svg (https://dl.airtable.com/.attachments/0334640735558ae4388d83af64f28bea/66f41c48.svg),等待，加载，转圈，缓冲,金 磊,2019-10-12
加载,loading-two,操作,Operate,加载备份.svg (https://dl.airtable.com/.attachments/55ba4017305a9ed46ed03b74b5b3387e/d1d43419.svg),等待，加载，转圈，缓冲,金 磊,2019-10-12
链接,link-two,内容编辑,ContentEdit,链接.svg (https://dl.airtable.com/.attachments/42db44aab96d269810357357d2d9019c/a507358d.svg),链接，关联,金 磊,2019-10-12
靶子,target,其它分类,Others,加载备份 3.svg (https://dl.airtable.com/.attachments/5f2386e30520713c7ddda8630be06c2e/5ffcb472/3.svg),射击，攻击，目标,金 磊,2019-10-12
钢琴,piano,声音,Music,钢琴.svg (https://dl.airtable.com/.attachments/5854dc5e2e885ff48d259dddc497c2aa/4cf14a3d.svg),键盘，琴键，音乐,金 磊,2019-10-12
晶格图案,lattice-pattern,操作,Operate,晶格图案.svg (https://dl.airtable.com/.attachments/b1b5959507ad1f1914ea414402c91366/91e29c8f.svg),晶格，编织，背景，图案,金 磊,2019-10-12
文件柜,file-cabinet,其它分类,Others,file-cabinet.svg (https://dl.airtable.com/.attachments/94458bd8e48d34b752644deee453b49e/b11e3fa4/file-cabinet.svg),文件，柜子，抽屉,常留留 常,2019-11-22
两只手,two-hands,手势,Hands,two-hands.svg (https://dl.airtable.com/.attachments/b8057c7d16b3a5056701294cc51fcdc9/3c9098ff/two-hands.svg),手势，手，呵护，保护,常留留 常,2019-11-22
马尤拉手势,mayura-gesture,手势,Hands,mayura-gesture.svg (https://dl.airtable.com/.attachments/31d22a72e5013fb40400005c08a09a17/73e09a25/mayura-gesture.svg),手，手势，,常留留 常,2019-11-22
手动拖动,hand-drag,手势,Hands,hand-drag.svg (https://dl.airtable.com/.attachments/36dbc4c5aa44b4f6096688c51943dc52/d7da92fa/hand-drag.svg),拖动，滑动，手滑单手滑动，右滑,常留留 常,2019-11-22
两个手指,two-fingers,手势,Hands,two-fingers.svg (https://dl.airtable.com/.attachments/b2a262a31bfb6c092ad8f62b7a537462/9a942cab/two-fingers.svg),手指，手势,常留留 常,2019-11-22
中指,middle-finger,手势,Hands,middle-finger.svg (https://dl.airtable.com/.attachments/3f997eb5ab8405f1ffd61953b6858303/3159373e/middle-finger.svg),手指，手势,常留留 常,2019-11-22
彩蛋,painted-eggshell,餐饮食物,Foods,painted-eggshell.svg (https://dl.airtable.com/.attachments/62085c7944b6357a59e69ee315f172ee/0e99ed4b/painted-eggshell.svg),egg，鸡蛋，蛋,常留留 常,2019-11-22
平衡,balance,其它分类,Others,balance.svg (https://dl.airtable.com/.attachments/08daa4199a9b67429286eb79742a0358/a053c8c9/balance.svg),平衡点，支撑点，中心,常留留 常,2019-11-22
食指,index-finger,手势,Hands,index-finger.svg (https://dl.airtable.com/.attachments/dcc1f99024d22542d7711e4032d2ce7c/fd13883d/index-finger.svg),手指，手势，指，指引,常留留 常,2019-11-22
拜拜,bye,手势,Hands,byebye.svg (https://dl.airtable.com/.attachments/9c23086d751337e0e78a92c58e9b6107/a91214a6/byebye.svg),再见，再会，离开，分别，bye,常留留 常,2019-11-22
向上指,hand-up,手势,Hands,hand-up.svg (https://dl.airtable.com/.attachments/9b744dc6ef435c17951caaff10fb3e1a/4db1f33f/hand-up.svg),手，hand，手势，向上，上面,常留留 常,2019-11-22
向下指,hand-down,手势,Hands,hand-down.svg (https://dl.airtable.com/.attachments/6b4afbff2419a92186628d6e2497ed0c/041bb5d1/hand-down.svg),向下，下面，手，手势，hand,常留留 常,2019-11-22
向左指,hand-left,手势,Hands,hand-left.svg (https://dl.airtable.com/.attachments/e9ad0b3a1e23f85767f7e96106029c9f/9ac404d5/hand-left.svg),向左，左边，手，手势，hand,常留留 常,2019-11-22
向右指,hand-right,手势,Hands,hand-right.svg (https://dl.airtable.com/.attachments/30061a7de8055d4ed796a36375f5644b/29e0819b/hand-right.svg),向右，右边，手，手势，hand,常留留 常,2019-11-22
课堂,classroom,人群,Peoples,classroom.svg (https://dl.airtable.com/.attachments/01d39b649636d9724163ebe5766e2551/e267e856/classroom.svg),听课，教学，学习，用户，个人中心,常留留 常,2019-11-22
举手,hands,人群,Peoples,hands.svg (https://dl.airtable.com/.attachments/50bee3a352250e9cda436ccc2b97c6cc/c6345482/hands.svg),手，听课，教学，这里，抬手,常留留 常,2019-11-22
婴儿,baby,人群,Peoples,baby.svg (https://dl.airtable.com/.attachments/275fb754595f11038a7488b8d5b60133/a6f67d55/baby.svg),育儿，宝宝，小朋友，婴幼儿，儿童票,常留留 常,2019-11-22
排行榜,ranking-list,其它分类,Others,ranking-list.svg (https://dl.airtable.com/.attachments/f184452f30cc4c44be7ce2387d930aaa/aeb71945/ranking-list.svg),排行，排名，榜单,常留留 常,2019-11-22
轻会员,light-member,其它分类,Others,light-member.svg (https://dl.airtable.com/.attachments/47095b089f7f67a36dac515f2bbf3e9b/5f30ba8f/light-member.svg),会员，VIP，客户，顾客,常留留 常,2019-11-22
商圈,shopping-mall,其它分类,Others,shopping.svg (https://dl.airtable.com/.attachments/53bbff0d848235e1f160e7705e93d2c7/5f17a933/shopping.svg),购物，商城，购买，城市，楼,常留留 常,2019-11-22
关注,concern,声音,Music,concern.svg (https://dl.airtable.com/.attachments/6821c4e2e6ed2325342fcb73e5134f39/c820acb3/concern.svg),关系，重视，喜欢，爱，心动,常留留 常,2019-11-22
小食,snacks,其它分类,Others,snacks.svg (https://dl.airtable.com/.attachments/80bdf445b179c80584f118251e33202e/26dd53b5/snacks.svg),小吃，零食，食物，饮料，咖啡，奶茶，果汁,常留留 常,2019-11-22
影院,theater,其它分类,Others,theater.svg (https://dl.airtable.com/.attachments/1b604b0693259cfd632140b253884e97/c5944c42/theater.svg),看电影，幕布，电影，IMAX,常留留 常,2019-11-22
女人,woman,人群,Peoples,woman.svg (https://dl.airtable.com/.attachments/a146640a59ad2e05a260e376cff3c5f7/a8b7c10f/woman.svg),女生，女士，妈妈，阿姨，女性，女，女性用户,常留留 常,2019-11-22
运动,sport,体育运动,Sports,sport.svg (https://dl.airtable.com/.attachments/d9cf9e79912f4a06b6bb870966ccf8f1/9dd0be91/sport.svg),跑步，健康，活力,常留留 常,2019-11-22
声音,voice-one,声音,Music,voice.svg (https://dl.airtable.com/.attachments/84477523e51889e56d0fdce0c47ef6bc/db705ff2/voice.svg),音频，音量，语音，录音，声波，voice,常留留 常,2019-11-22
声波,acoustic,声音,Music,acoustic.svg (https://dl.airtable.com/.attachments/b687d85b8b2de0d0240df23fff38dc4a/1eca88a3/acoustic.svg),音频，音量，语音，录音，波纹，声音,常留留 常,2019-11-22
用户互传,user-to-user-transmission,人群,Peoples,user-to-user-transmission.svg (https://dl.airtable.com/.attachments/598de39b79d7b9ce83249d9aadded0b2/4b900b7a/user-to-user-transmission.svg),相互传输，用户，用户之间,常留留 常,2019-11-22
网球,tennis,体育运动,Sports,tennis.svg (https://dl.airtable.com/.attachments/32db238e202dc91ed33858ab6ee3f5f2/762ba94a/tennis.svg),运动，球，网球,常留留 常,2019-11-22
购买,buy,其它分类,Others,buy.svg (https://dl.airtable.com/.attachments/177ea6fe70b6ee5ff78fcf7dcb47fb0e/c2a554a2/buy.svg),购物，采购，手提包，购物袋，袋子,常留留 常,2019-11-22
智能手表,iwatch,时间,Time,iwatch.svg (https://dl.airtable.com/.attachments/8a5636c8224f1ead16a6e5834e52e1ce/1d064e45/iwatch.svg),smart watches，手表，时间，打电话,常留留 常,2019-11-22
保护,protection,常用图标,Base,protection.svg (https://dl.airtable.com/.attachments/2eca8af02432ca73437d562cf50b722b/b907cf2e/protection.svg),防护，呵护，雨伞,常留留 常,2019-11-22
苹果,apple-one,餐饮食物,Foods,apple.svg (https://dl.airtable.com/.attachments/d317f88df2878f8f264c56706de400ac/7feb7c1c/apple.svg),水果，健康，绿色，无公害食品，苹果,常留留 常,2019-11-22
蜂蜜,honey,其它分类,Others,honey.svg (https://dl.airtable.com/.attachments/691613ad55d7c5631a7f16eb16c938ed/6abd122e/honey.svg),滋补，补品，养生，蜂蜜,常留留 常,2019-11-22
世界,world,其它分类,Others,earth.svg (https://dl.airtable.com/.attachments/1c0bbb408ffe6d7142f6999263b05797/2afa5933/earth.svg),环球，地球，国际，地图，地图,常留留 常,2019-11-22
国际化,international,其它分类,Others,international.svg (https://dl.airtable.com/.attachments/673ba5b0c40c152b67800a576ce1ae23/a3ea0ef3/international.svg),非中国区，全球，地球，国际，地图,常留留 常,2019-11-22
重金属,heavy-metal,钱财,Money,heavy-metal.svg (https://dl.airtable.com/.attachments/ae0ee6d9aa9ab5229723fcd8502799f6/66c5aa22/heavy-metal.svg),金属，黄金，金条，金融，财务，财富,常留留 常,2019-11-22
磁盘,disk,其它分类,Others,save.svg (https://dl.airtable.com/.attachments/3e36d19b3df3b869b002d0a10565290e/2063406f/save.svg),保存，存储，储存，硬盘，磁盘,常留留 常,2019-11-22
